country,continent,year,pop,gdpPercap,co2_pp
Afghanistan,Asia,2002,25268405,726.7340548,0.08472111
Afghanistan,Asia,2002,25268405,726.7340548,0.18562366
Afghanistan,Asia,2002,25268405,726.7340548,0.128416559
Afghanistan,Asia,2002,25268405,726.7340548,0.159824372
Afghanistan,Asia,2002,25268405,726.7340548,0.149789334
Afghanistan,Asia,2002,25268405,726.7340548,0.03378536
Afghanistan,Asia,2002,25268405,726.7340548,0.171862421
Afghanistan,Asia,2002,25268405,726.7340548,0.040156965
Afghanistan,Asia,2002,25268405,726.7340548,0.036573704
Afghanistan,Asia,2002,25268405,726.7340548,0.051518377
Afghanistan,Asia,2002,25268405,726.7340548,0.075545827
Afghanistan,Asia,2002,25268405,726.7340548,0.065312346
Afghanistan,Asia,2002,25268405,726.7340548,0.066583291
Afghanistan,Asia,2002,25268405,726.7340548,0.191745115
Afghanistan,Asia,2002,25268405,726.7340548,0.045573659
Afghanistan,Asia,2002,25268405,726.7340548,0.146235617
Afghanistan,Asia,2002,25268405,726.7340548,0.095957742
Afghanistan,Asia,2002,25268405,726.7340548,0.167681579
Afghanistan,Asia,2007,31889923,974.5803384,0.056826618
Afghanistan,Asia,2007,31889923,974.5803384,0.1632953
Afghanistan,Asia,2007,31889923,974.5803384,0.062588034
Afghanistan,Asia,2007,31889923,974.5803384,0.29650624
Afghanistan,Asia,2007,31889923,974.5803384,0.068467956
Afghanistan,Asia,2007,31889923,974.5803384,0.172896741
Afghanistan,Asia,2007,31889923,974.5803384,0.131694556
Afghanistan,Asia,2007,31889923,974.5803384,0.041655394
Afghanistan,Asia,2007,31889923,974.5803384,0.060418781
Afghanistan,Asia,2007,31889923,974.5803384,0.243614036
Afghanistan,Asia,2007,31889923,974.5803384,0.052690856
Afghanistan,Asia,2007,31889923,974.5803384,0.259295334
Afghanistan,Asia,2007,31889923,974.5803384,0.08472111
Afghanistan,Asia,2007,31889923,974.5803384,0.18562366
Afghanistan,Asia,2007,31889923,974.5803384,0.128416559
Afghanistan,Asia,2007,31889923,974.5803384,0.159824372
Afghanistan,Asia,2007,31889923,974.5803384,0.149789334
Afghanistan,Asia,2007,31889923,974.5803384,0.03378536
Afghanistan,Asia,2007,31889923,974.5803384,0.171862421
Afghanistan,Asia,2007,31889923,974.5803384,0.040156965
Afghanistan,Asia,2007,31889923,974.5803384,0.036573704
Afghanistan,Asia,2007,31889923,974.5803384,0.051518377
Afghanistan,Asia,2007,31889923,974.5803384,0.075545827
Afghanistan,Asia,2007,31889923,974.5803384,0.065312346
Afghanistan,Asia,2007,31889923,974.5803384,0.066583291
Afghanistan,Asia,2007,31889923,974.5803384,0.191745115
Afghanistan,Asia,2007,31889923,974.5803384,0.045573659
Afghanistan,Asia,2007,31889923,974.5803384,0.146235617
Afghanistan,Asia,2007,31889923,974.5803384,0.095957742
Afghanistan,Asia,2007,31889923,974.5803384,0.167681579
Afghanistan,Asia,1997,22227415,635.341351,0.056826618
Afghanistan,Asia,1997,22227415,635.341351,0.1632953
Afghanistan,Asia,1997,22227415,635.341351,0.062588034
Afghanistan,Asia,1997,22227415,635.341351,0.29650624
Afghanistan,Asia,1997,22227415,635.341351,0.068467956
Afghanistan,Asia,1997,22227415,635.341351,0.172896741
Afghanistan,Asia,1997,22227415,635.341351,0.131694556
Afghanistan,Asia,1997,22227415,635.341351,0.041655394
Afghanistan,Asia,1997,22227415,635.341351,0.060418781
Afghanistan,Asia,1997,22227415,635.341351,0.243614036
Afghanistan,Asia,1997,22227415,635.341351,0.052690856
Afghanistan,Asia,1997,22227415,635.341351,0.259295334
Afghanistan,Asia,1997,22227415,635.341351,0.08472111
Afghanistan,Asia,1997,22227415,635.341351,0.18562366
Afghanistan,Asia,1997,22227415,635.341351,0.128416559
Afghanistan,Asia,1997,22227415,635.341351,0.159824372
Afghanistan,Asia,1997,22227415,635.341351,0.149789334
Afghanistan,Asia,1997,22227415,635.341351,0.03378536
Afghanistan,Asia,1997,22227415,635.341351,0.171862421
Afghanistan,Asia,1997,22227415,635.341351,0.040156965
Afghanistan,Asia,1997,22227415,635.341351,0.036573704
Afghanistan,Asia,1997,22227415,635.341351,0.051518377
Afghanistan,Asia,1997,22227415,635.341351,0.075545827
Afghanistan,Asia,1997,22227415,635.341351,0.065312346
Afghanistan,Asia,1997,22227415,635.341351,0.066583291
Afghanistan,Asia,1997,22227415,635.341351,0.191745115
Afghanistan,Asia,1997,22227415,635.341351,0.045573659
Afghanistan,Asia,1997,22227415,635.341351,0.146235617
Afghanistan,Asia,1997,22227415,635.341351,0.095957742
Afghanistan,Asia,1997,22227415,635.341351,0.167681579
Albania,Europe,2007,3600523,5937.029526,1.026213109
Albania,Europe,2007,3600523,5937.029526,1.819541634
Albania,Europe,2007,3600523,5937.029526,0.955359308
Albania,Europe,2007,3600523,5937.029526,1.24281022
Albania,Europe,2007,3600523,5937.029526,1.055495882
Albania,Europe,2007,3600523,5937.029526,1.441493562
Albania,Europe,2007,3600523,5937.029526,0.612367359
Albania,Europe,2007,3600523,5937.029526,1.782738948
Albania,Europe,2007,3600523,5937.029526,1.338209399
Albania,Europe,2007,3600523,5937.029526,0.683699826
Albania,Europe,2007,3600523,5937.029526,1.557664358
Albania,Europe,2007,3600523,5937.029526,0.466921472
Albania,Europe,2007,3600523,5937.029526,0.572153695
Albania,Europe,2007,3600523,5937.029526,0.605436253
Albania,Europe,2007,3600523,5937.029526,1.338984981
Albania,Europe,2007,3600523,5937.029526,1.788786074
Albania,Europe,2007,3600523,5937.029526,1.69224832
Albania,Europe,2007,3600523,5937.029526,1.339995739
Albania,Europe,2007,3600523,5937.029526,1.66942319
Albania,Europe,2007,3600523,5937.029526,1.384311249
Albania,Europe,2007,3600523,5937.029526,1.50324046
Albania,Europe,2007,3600523,5937.029526,1.39393137
Albania,Europe,2007,3600523,5937.029526,1.527623663
Albania,Europe,2007,3600523,5937.029526,1.404058688
Albania,Europe,2007,3600523,5937.029526,0.645355189
Albania,Europe,2007,3600523,5937.029526,0.638307036
Albania,Europe,2007,3600523,5937.029526,1.668337371
Albania,Europe,2007,3600523,5937.029526,1.533630039
Albania,Europe,2007,3600523,5937.029526,1.232378783
Albania,Europe,2007,3600523,5937.029526,1.60377515
Albania,Europe,2002,3508512,4604.211737,1.026213109
Albania,Europe,2002,3508512,4604.211737,1.819541634
Albania,Europe,2002,3508512,4604.211737,0.955359308
Albania,Europe,2002,3508512,4604.211737,1.24281022
Albania,Europe,2002,3508512,4604.211737,1.055495882
Albania,Europe,2002,3508512,4604.211737,1.441493562
Albania,Europe,2002,3508512,4604.211737,0.612367359
Albania,Europe,2002,3508512,4604.211737,1.782738948
Albania,Europe,2002,3508512,4604.211737,1.338209399
Albania,Europe,2002,3508512,4604.211737,0.683699826
Albania,Europe,2002,3508512,4604.211737,1.557664358
Albania,Europe,2002,3508512,4604.211737,0.466921472
Albania,Europe,2002,3508512,4604.211737,0.572153695
Albania,Europe,2002,3508512,4604.211737,0.605436253
Albania,Europe,2002,3508512,4604.211737,1.338984981
Albania,Europe,2002,3508512,4604.211737,1.788786074
Albania,Europe,2002,3508512,4604.211737,1.69224832
Albania,Europe,2002,3508512,4604.211737,1.339995739
Albania,Europe,2002,3508512,4604.211737,1.66942319
Albania,Europe,2002,3508512,4604.211737,1.384311249
Albania,Europe,2002,3508512,4604.211737,1.50324046
Albania,Europe,2002,3508512,4604.211737,1.39393137
Albania,Europe,2002,3508512,4604.211737,1.527623663
Albania,Europe,2002,3508512,4604.211737,1.404058688
Albania,Europe,2002,3508512,4604.211737,0.645355189
Albania,Europe,2002,3508512,4604.211737,0.638307036
Albania,Europe,2002,3508512,4604.211737,1.668337371
Albania,Europe,2002,3508512,4604.211737,1.533630039
Albania,Europe,2002,3508512,4604.211737,1.232378783
Albania,Europe,2002,3508512,4604.211737,1.60377515
Albania,Europe,1997,3428038,3193.054604,1.026213109
Albania,Europe,1997,3428038,3193.054604,1.819541634
Albania,Europe,1997,3428038,3193.054604,0.955359308
Albania,Europe,1997,3428038,3193.054604,1.24281022
Albania,Europe,1997,3428038,3193.054604,1.055495882
Albania,Europe,1997,3428038,3193.054604,1.441493562
Albania,Europe,1997,3428038,3193.054604,0.612367359
Albania,Europe,1997,3428038,3193.054604,1.782738948
Albania,Europe,1997,3428038,3193.054604,1.338209399
Albania,Europe,1997,3428038,3193.054604,0.683699826
Albania,Europe,1997,3428038,3193.054604,1.557664358
Albania,Europe,1997,3428038,3193.054604,0.466921472
Albania,Europe,1997,3428038,3193.054604,0.572153695
Albania,Europe,1997,3428038,3193.054604,0.605436253
Albania,Europe,1997,3428038,3193.054604,1.338984981
Albania,Europe,1997,3428038,3193.054604,1.788786074
Albania,Europe,1997,3428038,3193.054604,1.69224832
Albania,Europe,1997,3428038,3193.054604,1.339995739
Albania,Europe,1997,3428038,3193.054604,1.66942319
Albania,Europe,1997,3428038,3193.054604,1.384311249
Albania,Europe,1997,3428038,3193.054604,1.50324046
Albania,Europe,1997,3428038,3193.054604,1.39393137
Albania,Europe,1997,3428038,3193.054604,1.527623663
Albania,Europe,1997,3428038,3193.054604,1.404058688
Albania,Europe,1997,3428038,3193.054604,0.645355189
Albania,Europe,1997,3428038,3193.054604,0.638307036
Albania,Europe,1997,3428038,3193.054604,1.668337371
Albania,Europe,1997,3428038,3193.054604,1.533630039
Albania,Europe,1997,3428038,3193.054604,1.232378783
Albania,Europe,1997,3428038,3193.054604,1.60377515
Albania,Europe,1992,3326498,2497.437901,1.026213109
Albania,Europe,1992,3326498,2497.437901,1.819541634
Albania,Europe,1992,3326498,2497.437901,0.955359308
Albania,Europe,1992,3326498,2497.437901,1.24281022
Albania,Europe,1992,3326498,2497.437901,1.055495882
Albania,Europe,1992,3326498,2497.437901,1.441493562
Albania,Europe,1992,3326498,2497.437901,0.612367359
Albania,Europe,1992,3326498,2497.437901,1.782738948
Albania,Europe,1992,3326498,2497.437901,1.338209399
Albania,Europe,1992,3326498,2497.437901,0.683699826
Albania,Europe,1992,3326498,2497.437901,1.557664358
Albania,Europe,1992,3326498,2497.437901,0.466921472
Albania,Europe,1992,3326498,2497.437901,0.572153695
Albania,Europe,1992,3326498,2497.437901,0.605436253
Albania,Europe,1992,3326498,2497.437901,1.338984981
Albania,Europe,1992,3326498,2497.437901,1.788786074
Albania,Europe,1992,3326498,2497.437901,1.69224832
Albania,Europe,1992,3326498,2497.437901,1.339995739
Albania,Europe,1992,3326498,2497.437901,1.66942319
Albania,Europe,1992,3326498,2497.437901,1.384311249
Albania,Europe,1992,3326498,2497.437901,1.50324046
Albania,Europe,1992,3326498,2497.437901,1.39393137
Albania,Europe,1992,3326498,2497.437901,1.527623663
Albania,Europe,1992,3326498,2497.437901,1.404058688
Albania,Europe,1992,3326498,2497.437901,0.645355189
Albania,Europe,1992,3326498,2497.437901,0.638307036
Albania,Europe,1992,3326498,2497.437901,1.668337371
Albania,Europe,1992,3326498,2497.437901,1.533630039
Albania,Europe,1992,3326498,2497.437901,1.232378783
Albania,Europe,1992,3326498,2497.437901,1.60377515
Algeria,Africa,1997,29072015,4797.295051,2.841351373
Algeria,Africa,1997,29072015,4797.295051,3.920109085
Algeria,Africa,1997,29072015,4797.295051,3.795632251
Algeria,Africa,1997,29072015,4797.295051,3.173654529
Algeria,Africa,1997,29072015,4797.295051,3.933495912
Algeria,Africa,1997,29072015,4797.295051,3.007289846
Algeria,Africa,1997,29072015,4797.295051,3.294742583
Algeria,Africa,1997,29072015,4797.295051,3.820090337
Algeria,Africa,1997,29072015,4797.295051,3.825637988
Algeria,Africa,1997,29072015,4797.295051,2.658062574
Algeria,Africa,1997,29072015,4797.295051,2.50067461
Algeria,Africa,1997,29072015,4797.295051,3.174573294
Algeria,Africa,1997,29072015,4797.295051,3.977650459
Algeria,Africa,1997,29072015,4797.295051,2.586712195
Algeria,Africa,1997,29072015,4797.295051,2.516243273
Algeria,Africa,1997,29072015,4797.295051,2.502439231
Algeria,Africa,1997,29072015,4797.295051,3.102451083
Algeria,Africa,1997,29072015,4797.295051,2.966914681
Algeria,Africa,1997,29072015,4797.295051,2.737354064
Algeria,Africa,1997,29072015,4797.295051,3.609307651
Algeria,Africa,1997,29072015,4797.295051,2.613303742
Algeria,Africa,1997,29072015,4797.295051,2.472447856
Algeria,Africa,1997,29072015,4797.295051,2.609009067
Algeria,Africa,1997,29072015,4797.295051,2.443429976
Algeria,Africa,1997,29072015,4797.295051,2.733373662
Algeria,Africa,1997,29072015,4797.295051,2.578744484
Algeria,Africa,1997,29072015,4797.295051,2.600933527
Algeria,Africa,1997,29072015,4797.295051,2.472960779
Algeria,Africa,1997,29072015,4797.295051,2.531070515
Algeria,Africa,1997,29072015,4797.295051,3.644979345
Algeria,Africa,2007,33333216,6223.367465,2.841351373
Algeria,Africa,2007,33333216,6223.367465,3.920109085
Algeria,Africa,2007,33333216,6223.367465,3.795632251
Algeria,Africa,2007,33333216,6223.367465,3.173654529
Algeria,Africa,2007,33333216,6223.367465,3.933495912
Algeria,Africa,2007,33333216,6223.367465,3.007289846
Algeria,Africa,2007,33333216,6223.367465,3.294742583
Algeria,Africa,2007,33333216,6223.367465,3.820090337
Algeria,Africa,2007,33333216,6223.367465,3.825637988
Algeria,Africa,2007,33333216,6223.367465,2.658062574
Algeria,Africa,2007,33333216,6223.367465,2.50067461
Algeria,Africa,2007,33333216,6223.367465,3.174573294
Algeria,Africa,2007,33333216,6223.367465,3.977650459
Algeria,Africa,2007,33333216,6223.367465,2.586712195
Algeria,Africa,2007,33333216,6223.367465,2.516243273
Algeria,Africa,2007,33333216,6223.367465,2.502439231
Algeria,Africa,2007,33333216,6223.367465,3.102451083
Algeria,Africa,2007,33333216,6223.367465,2.966914681
Algeria,Africa,2007,33333216,6223.367465,2.737354064
Algeria,Africa,2007,33333216,6223.367465,3.609307651
Algeria,Africa,2007,33333216,6223.367465,2.613303742
Algeria,Africa,2007,33333216,6223.367465,2.472447856
Algeria,Africa,2007,33333216,6223.367465,2.609009067
Algeria,Africa,2007,33333216,6223.367465,2.443429976
Algeria,Africa,2007,33333216,6223.367465,2.733373662
Algeria,Africa,2007,33333216,6223.367465,2.578744484
Algeria,Africa,2007,33333216,6223.367465,2.600933527
Algeria,Africa,2007,33333216,6223.367465,2.472960779
Algeria,Africa,2007,33333216,6223.367465,2.531070515
Algeria,Africa,2007,33333216,6223.367465,3.644979345
Algeria,Africa,1992,26298373,5023.216647,2.841351373
Algeria,Africa,1992,26298373,5023.216647,3.920109085
Algeria,Africa,1992,26298373,5023.216647,3.795632251
Algeria,Africa,1992,26298373,5023.216647,3.173654529
Algeria,Africa,1992,26298373,5023.216647,3.933495912
Algeria,Africa,1992,26298373,5023.216647,3.007289846
Algeria,Africa,1992,26298373,5023.216647,3.294742583
Algeria,Africa,1992,26298373,5023.216647,3.820090337
Algeria,Africa,1992,26298373,5023.216647,3.825637988
Algeria,Africa,1992,26298373,5023.216647,2.658062574
Algeria,Africa,1992,26298373,5023.216647,2.50067461
Algeria,Africa,1992,26298373,5023.216647,3.174573294
Algeria,Africa,1992,26298373,5023.216647,3.977650459
Algeria,Africa,1992,26298373,5023.216647,2.586712195
Algeria,Africa,1992,26298373,5023.216647,2.516243273
Algeria,Africa,1992,26298373,5023.216647,2.502439231
Algeria,Africa,1992,26298373,5023.216647,3.102451083
Algeria,Africa,1992,26298373,5023.216647,2.966914681
Algeria,Africa,1992,26298373,5023.216647,2.737354064
Algeria,Africa,1992,26298373,5023.216647,3.609307651
Algeria,Africa,1992,26298373,5023.216647,2.613303742
Algeria,Africa,1992,26298373,5023.216647,2.472447856
Algeria,Africa,1992,26298373,5023.216647,2.609009067
Algeria,Africa,1992,26298373,5023.216647,2.443429976
Algeria,Africa,1992,26298373,5023.216647,2.733373662
Algeria,Africa,1992,26298373,5023.216647,2.578744484
Algeria,Africa,1992,26298373,5023.216647,2.600933527
Algeria,Africa,1992,26298373,5023.216647,2.472960779
Algeria,Africa,1992,26298373,5023.216647,2.531070515
Algeria,Africa,1992,26298373,5023.216647,3.644979345
Algeria,Africa,2002,31287142,5288.040382,2.841351373
Algeria,Africa,2002,31287142,5288.040382,3.920109085
Algeria,Africa,2002,31287142,5288.040382,3.795632251
Algeria,Africa,2002,31287142,5288.040382,3.173654529
Algeria,Africa,2002,31287142,5288.040382,3.933495912
Algeria,Africa,2002,31287142,5288.040382,3.007289846
Algeria,Africa,2002,31287142,5288.040382,3.294742583
Algeria,Africa,2002,31287142,5288.040382,3.820090337
Algeria,Africa,2002,31287142,5288.040382,3.825637988
Algeria,Africa,2002,31287142,5288.040382,2.658062574
Algeria,Africa,2002,31287142,5288.040382,2.50067461
Algeria,Africa,2002,31287142,5288.040382,3.174573294
Algeria,Africa,2002,31287142,5288.040382,3.977650459
Algeria,Africa,2002,31287142,5288.040382,2.586712195
Algeria,Africa,2002,31287142,5288.040382,2.516243273
Algeria,Africa,2002,31287142,5288.040382,2.502439231
Algeria,Africa,2002,31287142,5288.040382,3.102451083
Algeria,Africa,2002,31287142,5288.040382,2.966914681
Algeria,Africa,2002,31287142,5288.040382,2.737354064
Algeria,Africa,2002,31287142,5288.040382,3.609307651
Algeria,Africa,2002,31287142,5288.040382,2.613303742
Algeria,Africa,2002,31287142,5288.040382,2.472447856
Algeria,Africa,2002,31287142,5288.040382,2.609009067
Algeria,Africa,2002,31287142,5288.040382,2.443429976
Algeria,Africa,2002,31287142,5288.040382,2.733373662
Algeria,Africa,2002,31287142,5288.040382,2.578744484
Algeria,Africa,2002,31287142,5288.040382,2.600933527
Algeria,Africa,2002,31287142,5288.040382,2.472960779
Algeria,Africa,2002,31287142,5288.040382,2.531070515
Algeria,Africa,2002,31287142,5288.040382,3.644979345
Angola,Africa,1997,9875024,2277.140884,0.924869437
Angola,Africa,1997,9875024,2277.140884,0.939403983
Angola,Africa,1997,9875024,2277.140884,0.941828905
Angola,Africa,1997,9875024,2277.140884,0.895577672
Angola,Africa,1997,9875024,2277.140884,1.036293852
Angola,Africa,1997,9875024,2277.140884,0.988077383
Angola,Africa,1997,9875024,2277.140884,0.836804405
Angola,Africa,1997,9875024,2277.140884,0.821840076
Angola,Africa,1997,9875024,2277.140884,0.950695879
Angola,Africa,1997,9875024,2277.140884,0.930262948
Angola,Africa,1997,9875024,2277.140884,0.985522312
Angola,Africa,1997,9875024,2277.140884,0.70898423
Angola,Africa,1997,9875024,2277.140884,1.091825308
Angola,Africa,1997,9875024,2277.140884,0.543557223
Angola,Africa,1997,9875024,2277.140884,1.086636974
Angola,Africa,1997,9875024,2277.140884,0.777674934
Angola,Africa,1997,9875024,2277.140884,0.544538649
Angola,Africa,1997,9875024,2277.140884,1.109859657
Angola,Africa,1997,9875024,2277.140884,0.976184198
Angola,Africa,1997,9875024,2277.140884,1.099779111
Angola,Africa,1997,9875024,2277.140884,1.072168465
Angola,Africa,1997,9875024,2277.140884,0.811753508
Angola,Africa,1997,9875024,2277.140884,0.912141485
Angola,Africa,1997,9875024,2277.140884,0.553661955
Angola,Africa,1997,9875024,2277.140884,0.81330073
Angola,Africa,1997,9875024,2277.140884,0.813539291
Angola,Africa,1997,9875024,2277.140884,1.13504405
Angola,Africa,1997,9875024,2277.140884,0.888658009
Angola,Africa,1997,9875024,2277.140884,0.792137069
Angola,Africa,1997,9875024,2277.140884,1.031811348
Angola,Africa,1992,8735988,2627.845685,0.924869437
Angola,Africa,1992,8735988,2627.845685,0.939403983
Angola,Africa,1992,8735988,2627.845685,0.941828905
Angola,Africa,1992,8735988,2627.845685,0.895577672
Angola,Africa,1992,8735988,2627.845685,1.036293852
Angola,Africa,1992,8735988,2627.845685,0.988077383
Angola,Africa,1992,8735988,2627.845685,0.836804405
Angola,Africa,1992,8735988,2627.845685,0.821840076
Angola,Africa,1992,8735988,2627.845685,0.950695879
Angola,Africa,1992,8735988,2627.845685,0.930262948
Angola,Africa,1992,8735988,2627.845685,0.985522312
Angola,Africa,1992,8735988,2627.845685,0.70898423
Angola,Africa,1992,8735988,2627.845685,1.091825308
Angola,Africa,1992,8735988,2627.845685,0.543557223
Angola,Africa,1992,8735988,2627.845685,1.086636974
Angola,Africa,1992,8735988,2627.845685,0.777674934
Angola,Africa,1992,8735988,2627.845685,0.544538649
Angola,Africa,1992,8735988,2627.845685,1.109859657
Angola,Africa,1992,8735988,2627.845685,0.976184198
Angola,Africa,1992,8735988,2627.845685,1.099779111
Angola,Africa,1992,8735988,2627.845685,1.072168465
Angola,Africa,1992,8735988,2627.845685,0.811753508
Angola,Africa,1992,8735988,2627.845685,0.912141485
Angola,Africa,1992,8735988,2627.845685,0.553661955
Angola,Africa,1992,8735988,2627.845685,0.81330073
Angola,Africa,1992,8735988,2627.845685,0.813539291
Angola,Africa,1992,8735988,2627.845685,1.13504405
Angola,Africa,1992,8735988,2627.845685,0.888658009
Angola,Africa,1992,8735988,2627.845685,0.792137069
Angola,Africa,1992,8735988,2627.845685,1.031811348
Angola,Africa,2002,10866106,2773.287312,0.924869437
Angola,Africa,2002,10866106,2773.287312,0.939403983
Angola,Africa,2002,10866106,2773.287312,0.941828905
Angola,Africa,2002,10866106,2773.287312,0.895577672
Angola,Africa,2002,10866106,2773.287312,1.036293852
Angola,Africa,2002,10866106,2773.287312,0.988077383
Angola,Africa,2002,10866106,2773.287312,0.836804405
Angola,Africa,2002,10866106,2773.287312,0.821840076
Angola,Africa,2002,10866106,2773.287312,0.950695879
Angola,Africa,2002,10866106,2773.287312,0.930262948
Angola,Africa,2002,10866106,2773.287312,0.985522312
Angola,Africa,2002,10866106,2773.287312,0.70898423
Angola,Africa,2002,10866106,2773.287312,1.091825308
Angola,Africa,2002,10866106,2773.287312,0.543557223
Angola,Africa,2002,10866106,2773.287312,1.086636974
Angola,Africa,2002,10866106,2773.287312,0.777674934
Angola,Africa,2002,10866106,2773.287312,0.544538649
Angola,Africa,2002,10866106,2773.287312,1.109859657
Angola,Africa,2002,10866106,2773.287312,0.976184198
Angola,Africa,2002,10866106,2773.287312,1.099779111
Angola,Africa,2002,10866106,2773.287312,1.072168465
Angola,Africa,2002,10866106,2773.287312,0.811753508
Angola,Africa,2002,10866106,2773.287312,0.912141485
Angola,Africa,2002,10866106,2773.287312,0.553661955
Angola,Africa,2002,10866106,2773.287312,0.81330073
Angola,Africa,2002,10866106,2773.287312,0.813539291
Angola,Africa,2002,10866106,2773.287312,1.13504405
Angola,Africa,2002,10866106,2773.287312,0.888658009
Angola,Africa,2002,10866106,2773.287312,0.792137069
Angola,Africa,2002,10866106,2773.287312,1.031811348
Angola,Africa,2007,12420476,4797.231267,0.924869437
Angola,Africa,2007,12420476,4797.231267,0.939403983
Angola,Africa,2007,12420476,4797.231267,0.941828905
Angola,Africa,2007,12420476,4797.231267,0.895577672
Angola,Africa,2007,12420476,4797.231267,1.036293852
Angola,Africa,2007,12420476,4797.231267,0.988077383
Angola,Africa,2007,12420476,4797.231267,0.836804405
Angola,Africa,2007,12420476,4797.231267,0.821840076
Angola,Africa,2007,12420476,4797.231267,0.950695879
Angola,Africa,2007,12420476,4797.231267,0.930262948
Angola,Africa,2007,12420476,4797.231267,0.985522312
Angola,Africa,2007,12420476,4797.231267,0.70898423
Angola,Africa,2007,12420476,4797.231267,1.091825308
Angola,Africa,2007,12420476,4797.231267,0.543557223
Angola,Africa,2007,12420476,4797.231267,1.086636974
Angola,Africa,2007,12420476,4797.231267,0.777674934
Angola,Africa,2007,12420476,4797.231267,0.544538649
Angola,Africa,2007,12420476,4797.231267,1.109859657
Angola,Africa,2007,12420476,4797.231267,0.976184198
Angola,Africa,2007,12420476,4797.231267,1.099779111
Angola,Africa,2007,12420476,4797.231267,1.072168465
Angola,Africa,2007,12420476,4797.231267,0.811753508
Angola,Africa,2007,12420476,4797.231267,0.912141485
Angola,Africa,2007,12420476,4797.231267,0.553661955
Angola,Africa,2007,12420476,4797.231267,0.81330073
Angola,Africa,2007,12420476,4797.231267,0.813539291
Angola,Africa,2007,12420476,4797.231267,1.13504405
Angola,Africa,2007,12420476,4797.231267,0.888658009
Angola,Africa,2007,12420476,4797.231267,0.792137069
Angola,Africa,2007,12420476,4797.231267,1.031811348
Argentina,Americas,2007,40301927,12779.37964,3.94249129
Argentina,Americas,2007,40301927,12779.37964,4.280989353
Argentina,Americas,2007,40301927,12779.37964,4.301913876
Argentina,Americas,2007,40301927,12779.37964,3.753639235
Argentina,Americas,2007,40301927,12779.37964,4.099689714
Argentina,Americas,2007,40301927,12779.37964,3.587392038
Argentina,Americas,2007,40301927,12779.37964,3.241341893
Argentina,Americas,2007,40301927,12779.37964,3.678793802
Argentina,Americas,2007,40301927,12779.37964,3.672973996
Argentina,Americas,2007,40301927,12779.37964,3.351723713
Argentina,Americas,2007,40301927,12779.37964,3.360371185
Argentina,Americas,2007,40301927,12779.37964,4.264223782
Argentina,Americas,2007,40301927,12779.37964,3.740650291
Argentina,Americas,2007,40301927,12779.37964,4.102629636
Argentina,Americas,2007,40301927,12779.37964,3.688518274
Argentina,Americas,2007,40301927,12779.37964,4.209095633
Argentina,Americas,2007,40301927,12779.37964,3.476953205
Argentina,Americas,2007,40301927,12779.37964,3.975771971
Argentina,Americas,2007,40301927,12779.37964,4.071308362
